test_id,maintenance_title,maintenance_description,combined_input_text,human_label,system_prediction,matched_keyword_count,matched_keywords,keyword_match_found,is_correct
903,ELECTRICAL Issue - Unit 501,Power outlet not working in Unit 501,ELECTRICAL Issue - Unit 501 Power outlet not working in Unit 501,ELECTRICAL,ELECTRICAL,3,electric|outlet|power,TRUE,TRUE
904,STRUCTURAL Issue - Unit 305,Wall crack appearing in Unit 305 bedroom,STRUCTURAL Issue - Unit 305 Wall crack appearing in Unit 305 bedroom,STRUCTURAL,STRUCTURAL,3,wall|crack|structural,TRUE,TRUE
905,ELECTRICAL Issue - Unit 407,Bathroom light burned out in Unit 407,ELECTRICAL Issue - Unit 407 Bathroom light burned out in Unit 407,ELECTRICAL,ELECTRICAL,2,electric|light,TRUE,TRUE
906,ELECTRICAL Issue - Unit 503,Light fixture flickering in Unit 503 living room,ELECTRICAL Issue - Unit 503 Light fixture flickering in Unit 503 living room,ELECTRICAL,ELECTRICAL,2,electric|light,TRUE,TRUE
907,OTHER Issue - Unit 501,Aircon leaking in Unit 501 bedroom,OTHER Issue - Unit 501 Aircon leaking in Unit 501 bedroom,OTHER,PLUMBING,2,leak|leaking,TRUE,FALSE
908,ELECTRICAL Issue - Unit 308,Power outlet not working in Unit 308,ELECTRICAL Issue - Unit 308 Power outlet not working in Unit 308,ELECTRICAL,ELECTRICAL,3,electric|outlet|power,TRUE,TRUE
909,OTHER Issue - Unit 303,Aircon leaking in Unit 303 bedroom,OTHER Issue - Unit 303 Aircon leaking in Unit 303 bedroom,OTHER,PLUMBING,2,leak|leaking,TRUE,FALSE
910,OTHER Issue - Unit 307,Aircon leaking in Unit 307 bedroom,OTHER Issue - Unit 307 Aircon leaking in Unit 307 bedroom,OTHER,PLUMBING,2,leak|leaking,TRUE,FALSE
911,STRUCTURAL Issue - Unit 405,Door frame damaged in Unit 405,STRUCTURAL Issue - Unit 405 Door frame damaged in Unit 405,STRUCTURAL,STRUCTURAL,3,door|structural|damage,TRUE,TRUE
912,STRUCTURAL Issue - Unit 508,Crack near window in Unit 508 after heavy rain,STRUCTURAL Issue - Unit 508 Crack near window in Unit 508 after heavy rain,STRUCTURAL,STRUCTURAL,3,crack|window|structural,TRUE,TRUE
913,ELECTRICAL Issue - Unit 501,Bedroom outlet sparks when plugging in charger in Unit 501,ELECTRICAL Issue - Unit 501 Bedroom outlet sparks when plugging in charger in Unit 501,ELECTRICAL,ELECTRICAL,3,electric|outlet|spark,TRUE,TRUE
914,PLUMBING Issue - Unit 310,Faucet dripping in Unit 310 bathroom,PLUMBING Issue - Unit 310 Faucet dripping in Unit 310 bathroom,PLUMBING,PLUMBING,1,faucet,TRUE,TRUE
915,OTHER Issue - Unit 309,Cockroaches seen near kitchen cabinet in Unit 309,OTHER Issue - Unit 309 Cockroaches seen near kitchen cabinet in Unit 309,OTHER,STRUCTURAL,1,cabinet,TRUE,FALSE
916,OTHER Issue - Unit 407,Internet connection unstable in Unit 407,OTHER Issue - Unit 407 Internet connection unstable in Unit 407,OTHER,OTHER,0,,FALSE,TRUE
917,PLUMBING Issue - Unit 308,Faucet dripping in Unit 308 bathroom,PLUMBING Issue - Unit 308 Faucet dripping in Unit 308 bathroom,PLUMBING,PLUMBING,1,faucet,TRUE,TRUE
918,STRUCTURAL Issue - Unit 305,Floor tiles loose in Unit 305 kitchen,STRUCTURAL Issue - Unit 305 Floor tiles loose in Unit 305 kitchen,STRUCTURAL,STRUCTURAL,3,floor|tile|structural,TRUE,TRUE
919,STRUCTURAL Issue - Unit 503,Door frame damaged in Unit 503,STRUCTURAL Issue - Unit 503 Door frame damaged in Unit 503,STRUCTURAL,STRUCTURAL,3,door|structural|damage,TRUE,TRUE
920,PLUMBING Issue - Unit 404,Water leaking under kitchen sink in Unit 404,PLUMBING Issue - Unit 404 Water leaking under kitchen sink in Unit 404,PLUMBING,PLUMBING,4,leak|leaking|water|sink,TRUE,TRUE
921,OTHER Issue - Unit 302,Cockroaches seen near kitchen cabinet in Unit 302,OTHER Issue - Unit 302 Cockroaches seen near kitchen cabinet in Unit 302,OTHER,STRUCTURAL,1,cabinet,TRUE,FALSE
922,ELECTRICAL Issue - Unit 404,Bedroom outlet sparks when plugging in charger in Unit 404,ELECTRICAL Issue - Unit 404 Bedroom outlet sparks when plugging in charger in Unit 404,ELECTRICAL,ELECTRICAL,3,electric|outlet|spark,TRUE,TRUE
923,ELECTRICAL Issue - Unit 507,Bedroom outlet sparks when plugging in charger in Unit 507,ELECTRICAL Issue - Unit 507 Bedroom outlet sparks when plugging in charger in Unit 507,ELECTRICAL,ELECTRICAL,3,electric|outlet|spark,TRUE,TRUE
924,OTHER Issue - Unit 303,Aircon leaking in Unit 303 bedroom,OTHER Issue - Unit 303 Aircon leaking in Unit 303 bedroom,OTHER,PLUMBING,2,leak|leaking,TRUE,FALSE
925,PLUMBING Issue - Unit 507,Toilet won't stop running in Unit 507,PLUMBING Issue - Unit 507 Toilet won't stop running in Unit 507,PLUMBING,PLUMBING,1,toilet,TRUE,TRUE
926,PLUMBING Issue - Unit 509,Faucet dripping in Unit 509 bathroom,PLUMBING Issue - Unit 509 Faucet dripping in Unit 509 bathroom,PLUMBING,PLUMBING,1,faucet,TRUE,TRUE
927,ELECTRICAL Issue - Unit 202,Light fixture flickering in Unit 202 living room,ELECTRICAL Issue - Unit 202 Light fixture flickering in Unit 202 living room,ELECTRICAL,ELECTRICAL,2,electric|light,TRUE,TRUE
928,ELECTRICAL Issue - Unit 208,Bathroom light burned out in Unit 208,ELECTRICAL Issue - Unit 208 Bathroom light burned out in Unit 208,ELECTRICAL,ELECTRICAL,2,electric|light,TRUE,TRUE
929,ELECTRICAL Issue - Unit 205,Circuit breaker keeps tripping in Unit 205,ELECTRICAL Issue - Unit 205 Circuit breaker keeps tripping in Unit 205,ELECTRICAL,ELECTRICAL,2,electric|breaker,TRUE,TRUE
930,STRUCTURAL Issue - Unit 410,Ceiling water stain in Unit 410,STRUCTURAL Issue - Unit 410 Ceiling water stain in Unit 410,PLUMBING,STRUCTURAL,2,ceiling|structural,TRUE,FALSE
931,STRUCTURAL Issue - Unit 502,Wall crack appearing in Unit 502 bedroom,STRUCTURAL Issue - Unit 502 Wall crack appearing in Unit 502 bedroom,STRUCTURAL,STRUCTURAL,3,wall|crack|structural,TRUE,TRUE
932,STRUCTURAL Issue - Unit 407,Crack near window in Unit 407 after heavy rain,STRUCTURAL Issue - Unit 407 Crack near window in Unit 407 after heavy rain,STRUCTURAL,STRUCTURAL,3,crack|window|structural,TRUE,TRUE
933,STRUCTURAL Issue - Unit 507,Crack near window in Unit 507 after heavy rain,STRUCTURAL Issue - Unit 507 Crack near window in Unit 507 after heavy rain,STRUCTURAL,STRUCTURAL,3,crack|window|structural,TRUE,TRUE
934,ELECTRICAL Issue - Unit 407,Power outlet not working in Unit 407,ELECTRICAL Issue - Unit 407 Power outlet not working in Unit 407,ELECTRICAL,ELECTRICAL,3,electric|outlet|power,TRUE,TRUE
935,OTHER Issue - Unit 302,Cockroaches seen near kitchen cabinet in Unit 302,OTHER Issue - Unit 302 Cockroaches seen near kitchen cabinet in Unit 302,OTHER,STRUCTURAL,1,cabinet,TRUE,FALSE
936,ELECTRICAL Issue - Unit 408,Circuit breaker keeps tripping in Unit 408,ELECTRICAL Issue - Unit 408 Circuit breaker keeps tripping in Unit 408,ELECTRICAL,ELECTRICAL,2,electric|breaker,TRUE,TRUE
937,ELECTRICAL Issue - Unit 502,Bedroom outlet sparks when plugging in charger in Unit 502,ELECTRICAL Issue - Unit 502 Bedroom outlet sparks when plugging in charger in Unit 502,ELECTRICAL,ELECTRICAL,3,electric|outlet|spark,TRUE,TRUE
938,STRUCTURAL Issue - Unit 306,Floor tiles loose in Unit 306 kitchen,STRUCTURAL Issue - Unit 306 Floor tiles loose in Unit 306 kitchen,STRUCTURAL,STRUCTURAL,3,floor|tile|structural,TRUE,TRUE
939,STRUCTURAL Issue - Unit 405,Wall crack appearing in Unit 405 bedroom,STRUCTURAL Issue - Unit 405 Wall crack appearing in Unit 405 bedroom,STRUCTURAL,STRUCTURAL,3,wall|crack|structural,TRUE,TRUE
940,PLUMBING Issue - Unit 508,Low water pressure in shower of Unit 508,PLUMBING Issue - Unit 508 Low water pressure in shower of Unit 508,PLUMBING,PLUMBING,2,water|shower,TRUE,TRUE
941,STRUCTURAL Issue - Unit 302,Wall crack appearing in Unit 302 bedroom,STRUCTURAL Issue - Unit 302 Wall crack appearing in Unit 302 bedroom,STRUCTURAL,STRUCTURAL,3,wall|crack|structural,TRUE,TRUE
942,OTHER Issue - Unit 310,Internet connection unstable in Unit 310,OTHER Issue - Unit 310 Internet connection unstable in Unit 310,OTHER,OTHER,0,,FALSE,TRUE
943,OTHER Issue - Unit 403,Internet connection unstable in Unit 403,OTHER Issue - Unit 403 Internet connection unstable in Unit 403,OTHER,OTHER,0,,FALSE,TRUE
944,STRUCTURAL Issue - Unit 509,Ceiling water stain in Unit 509,STRUCTURAL Issue - Unit 509 Ceiling water stain in Unit 509,PLUMBING,STRUCTURAL,2,ceiling|structural,TRUE,FALSE
945,ELECTRICAL Issue - Unit 405,Bedroom outlet sparks when plugging in charger in Unit 405,ELECTRICAL Issue - Unit 405 Bedroom outlet sparks when plugging in charger in Unit 405,ELECTRICAL,ELECTRICAL,3,electric|outlet|spark,TRUE,TRUE
946,PLUMBING Issue - Unit 309,Low water pressure in shower of Unit 309,PLUMBING Issue - Unit 309 Low water pressure in shower of Unit 309,PLUMBING,PLUMBING,2,water|shower,TRUE,TRUE
947,PLUMBING Issue - Unit 306,Water leaking under kitchen sink in Unit 306,PLUMBING Issue - Unit 306 Water leaking under kitchen sink in Unit 306,PLUMBING,PLUMBING,4,leak|leaking|water|sink,TRUE,TRUE
948,OTHER Issue - Unit 408,Bad smell in hallway near Unit 408,OTHER Issue - Unit 408 Bad smell in hallway near Unit 408,OTHER,OTHER,0,,FALSE,TRUE
949,OTHER Issue - Unit 302,Bad smell in hallway near Unit 302,OTHER Issue - Unit 302 Bad smell in hallway near Unit 302,OTHER,OTHER,0,,FALSE,TRUE
950,OTHER Issue - Unit 407,Cockroaches seen near kitchen cabinet in Unit 407,OTHER Issue - Unit 407 Cockroaches seen near kitchen cabinet in Unit 407,OTHER,STRUCTURAL,1,cabinet,TRUE,FALSE
951,PLUMBING Issue - Unit 301,Water leaking under kitchen sink in Unit 301,PLUMBING Issue - Unit 301 Water leaking under kitchen sink in Unit 301,PLUMBING,PLUMBING,4,leak|leaking|water|sink,TRUE,TRUE
952,ELECTRICAL Issue - Unit 210,Circuit breaker keeps tripping in Unit 210,ELECTRICAL Issue - Unit 210 Circuit breaker keeps tripping in Unit 210,ELECTRICAL,ELECTRICAL,2,electric|breaker,TRUE,TRUE
953,PLUMBING Issue - Unit 208,Water leaking under kitchen sink in Unit 208,PLUMBING Issue - Unit 208 Water leaking under kitchen sink in Unit 208,PLUMBING,PLUMBING,4,leak|leaking|water|sink,TRUE,TRUE
954,ELECTRICAL Issue - Unit 406,Power outlet not working in Unit 406,ELECTRICAL Issue - Unit 406 Power outlet not working in Unit 406,ELECTRICAL,ELECTRICAL,3,electric|outlet|power,TRUE,TRUE
955,OTHER Issue - Unit 305,Internet connection unstable in Unit 305,OTHER Issue - Unit 305 Internet connection unstable in Unit 305,OTHER,OTHER,0,,FALSE,TRUE
956,OTHER Issue - Unit 305,Aircon leaking in Unit 305 bedroom,OTHER Issue - Unit 305 Aircon leaking in Unit 305 bedroom,OTHER,PLUMBING,2,leak|leaking,TRUE,FALSE
957,STRUCTURAL Issue - Unit 307,Door frame damaged in Unit 307,STRUCTURAL Issue - Unit 307 Door frame damaged in Unit 307,STRUCTURAL,STRUCTURAL,3,door|structural|damage,TRUE,TRUE
958,PLUMBING Issue - Unit 303,Toilet won't stop running in Unit 303,PLUMBING Issue - Unit 303 Toilet won't stop running in Unit 303,PLUMBING,PLUMBING,1,toilet,TRUE,TRUE
959,STRUCTURAL Issue - Unit 210,Wall crack appearing in Unit 210 bedroom,STRUCTURAL Issue - Unit 210 Wall crack appearing in Unit 210 bedroom,STRUCTURAL,STRUCTURAL,3,wall|crack|structural,TRUE,TRUE
960,PLUMBING Issue - Unit 403,Faucet dripping in Unit 403 bathroom,PLUMBING Issue - Unit 403 Faucet dripping in Unit 403 bathroom,PLUMBING,PLUMBING,1,faucet,TRUE,TRUE
961,OTHER Issue - Unit 403,Cockroaches seen near kitchen cabinet in Unit 403,OTHER Issue - Unit 403 Cockroaches seen near kitchen cabinet in Unit 403,OTHER,STRUCTURAL,1,cabinet,TRUE,FALSE
962,ELECTRICAL Issue - Unit 302,Circuit breaker keeps tripping in Unit 302,ELECTRICAL Issue - Unit 302 Circuit breaker keeps tripping in Unit 302,ELECTRICAL,ELECTRICAL,2,electric|breaker,TRUE,TRUE
963,STRUCTURAL Issue - Unit 310,Floor tiles loose in Unit 310 kitchen,STRUCTURAL Issue - Unit 310 Floor tiles loose in Unit 310 kitchen,STRUCTURAL,STRUCTURAL,3,floor|tile|structural,TRUE,TRUE
964,STRUCTURAL Issue - Unit 404,Door frame damaged in Unit 404,STRUCTURAL Issue - Unit 404 Door frame damaged in Unit 404,STRUCTURAL,STRUCTURAL,3,door|structural|damage,TRUE,TRUE
965,STRUCTURAL Issue - Unit 209,Crack near window in Unit 209 after heavy rain,STRUCTURAL Issue - Unit 209 Crack near window in Unit 209 after heavy rain,STRUCTURAL,STRUCTURAL,3,crack|window|structural,TRUE,TRUE
